,Cell.line.name,Drug.name,IC50,A1BG,A1CF,A2M,A2ML1,A3GALT2,A4GALT,A4GNT,AAAS,AACS,AACSP1,AADAC,AADACL2,AADACL3,AADACL4,AADAT,AAGAB,AAK1,AAMDC,AAMP,AANAT,AAR2,AARD,AARS1,AARS2,AASDH
1017,CAL-54,AZD1332,0.765169378,3.887,3.124,2.908,2.79,3.328,3.931,3.172,4.787,8.327,3.438,2.806,2.724,3.185,2.974,4.134,8.514,7.672,7.025,9.006,3.222,6.546,3.186,8.282,4.944,7.337
1018,CAL-54,SL0101,3.259821561,3.887,3.124,2.908,2.79,3.328,3.931,3.172,4.787,8.327,3.438,2.806,2.724,3.185,2.974,4.134,8.514,7.672,7.025,9.006,3.222,6.546,3.186,8.282,4.944,7.337
1019,CAL-54,Gemcitabine,-1.151209187,3.887,3.124,2.908,2.79,3.328,3.931,3.172,4.787,8.327,3.438,2.806,2.724,3.185,2.974,4.134,8.514,7.672,7.025,9.006,3.222,6.546,3.186,8.282,4.944,7.337
1020,CAL-54,CCT007093,4.548922132,3.887,3.124,2.908,2.79,3.328,3.931,3.172,4.787,8.327,3.438,2.806,2.724,3.185,2.974,4.134,8.514,7.672,7.025,9.006,3.222,6.546,3.186,8.282,4.944,7.337
1021,CAL-54,Belinostat,1.050669747,3.887,3.124,2.908,2.79,3.328,3.931,3.172,4.787,8.327,3.438,2.806,2.724,3.185,2.974,4.134,8.514,7.672,7.025,9.006,3.222,6.546,3.186,8.282,4.944,7.337
1022,CAL-54,Bexarotene,4.838715563,3.887,3.124,2.908,2.79,3.328,3.931,3.172,4.787,8.327,3.438,2.806,2.724,3.185,2.974,4.134,8.514,7.672,7.025,9.006,3.222,6.546,3.186,8.282,4.944,7.337
1023,CAL-54,VNLG/124,3.830359521,3.887,3.124,2.908,2.79,3.328,3.931,3.172,4.787,8.327,3.438,2.806,2.724,3.185,2.974,4.134,8.514,7.672,7.025,9.006,3.222,6.546,3.186,8.282,4.944,7.337
1024,CAL-54,IMD-0354,0.137990624,3.887,3.124,2.908,2.79,3.328,3.931,3.172,4.787,8.327,3.438,2.806,2.724,3.185,2.974,4.134,8.514,7.672,7.025,9.006,3.222,6.546,3.186,8.282,4.944,7.337
1025,CAL-54,Wee1 Inhibitor,0.794492751,3.887,3.124,2.908,2.79,3.328,3.931,3.172,4.787,8.327,3.438,2.806,2.724,3.185,2.974,4.134,8.514,7.672,7.025,9.006,3.222,6.546,3.186,8.282,4.944,7.337
1026,CAL-54,Flavopiridol,-1.17760535,3.887,3.124,2.908,2.79,3.328,3.931,3.172,4.787,8.327,3.438,2.806,2.724,3.185,2.974,4.134,8.514,7.672,7.025,9.006,3.222,6.546,3.186,8.282,4.944,7.337
1027,CAL-54,Enzastaurin,5.070019257,3.887,3.124,2.908,2.79,3.328,3.931,3.172,4.787,8.327,3.438,2.806,2.724,3.185,2.974,4.134,8.514,7.672,7.025,9.006,3.222,6.546,3.186,8.282,4.944,7.337
1028,CAL-54,IPA-3,5.032533426,3.887,3.124,2.908,2.79,3.328,3.931,3.172,4.787,8.327,3.438,2.806,2.724,3.185,2.974,4.134,8.514,7.672,7.025,9.006,3.222,6.546,3.186,8.282,4.944,7.337
1029,CAL-54,Torin 2,-1.152149232,3.887,3.124,2.908,2.79,3.328,3.931,3.172,4.787,8.327,3.438,2.806,2.724,3.185,2.974,4.134,8.514,7.672,7.025,9.006,3.222,6.546,3.186,8.282,4.944,7.337
1030,CAL-54,GSK1904529A,0.765315889,3.887,3.124,2.908,2.79,3.328,3.931,3.172,4.787,8.327,3.438,2.806,2.724,3.185,2.974,4.134,8.514,7.672,7.025,9.006,3.222,6.546,3.186,8.282,4.944,7.337
1031,CAL-54,AZD6482,1.060006802,3.887,3.124,2.908,2.79,3.328,3.931,3.172,4.787,8.327,3.438,2.806,2.724,3.185,2.974,4.134,8.514,7.672,7.025,9.006,3.222,6.546,3.186,8.282,4.944,7.337
1032,CAL-54,BAY-61-3606,2.86890152,3.887,3.124,2.908,2.79,3.328,3.931,3.172,4.787,8.327,3.438,2.806,2.724,3.185,2.974,4.134,8.514,7.672,7.025,9.006,3.222,6.546,3.186,8.282,4.944,7.337
1033,CAL-54,CUDC-101,-0.417429701,3.887,3.124,2.908,2.79,3.328,3.931,3.172,4.787,8.327,3.438,2.806,2.724,3.185,2.974,4.134,8.514,7.672,7.025,9.006,3.222,6.546,3.186,8.282,4.944,7.337
1034,CAL-54,Pazopanib,1.676608123,3.887,3.124,2.908,2.79,3.328,3.931,3.172,4.787,8.327,3.438,2.806,2.724,3.185,2.974,4.134,8.514,7.672,7.025,9.006,3.222,6.546,3.186,8.282,4.944,7.337
1035,CAL-54,Mirin,4.230015757,3.887,3.124,2.908,2.79,3.328,3.931,3.172,4.787,8.327,3.438,2.806,2.724,3.185,2.974,4.134,8.514,7.672,7.025,9.006,3.222,6.546,3.186,8.282,4.944,7.337
1036,CAL-54,Ispinesib Mesylate,-0.670310279,3.887,3.124,2.908,2.79,3.328,3.931,3.172,4.787,8.327,3.438,2.806,2.724,3.185,2.974,4.134,8.514,7.672,7.025,9.006,3.222,6.546,3.186,8.282,4.944,7.337
1037,CAL-54,Ruxolitinib,2.808486481,3.887,3.124,2.908,2.79,3.328,3.931,3.172,4.787,8.327,3.438,2.806,2.724,3.185,2.974,4.134,8.514,7.672,7.025,9.006,3.222,6.546,3.186,8.282,4.944,7.337
1038,CAL-54,NPK76-II-72-1,3.07499629,3.887,3.124,2.908,2.79,3.328,3.931,3.172,4.787,8.327,3.438,2.806,2.724,3.185,2.974,4.134,8.514,7.672,7.025,9.006,3.222,6.546,3.186,8.282,4.944,7.337
1039,CAL-54,5-Fluorouracil,6.259772141,3.887,3.124,2.908,2.79,3.328,3.931,3.172,4.787,8.327,3.438,2.806,2.724,3.185,2.974,4.134,8.514,7.672,7.025,9.006,3.222,6.546,3.186,8.282,4.944,7.337
1040,CAL-54,AZD4547,3.982374125,3.887,3.124,2.908,2.79,3.328,3.931,3.172,4.787,8.327,3.438,2.806,2.724,3.185,2.974,4.134,8.514,7.672,7.025,9.006,3.222,6.546,3.186,8.282,4.944,7.337
1041,CAL-54,Idelalisib,3.834588683,3.887,3.124,2.908,2.79,3.328,3.931,3.172,4.787,8.327,3.438,2.806,2.724,3.185,2.974,4.134,8.514,7.672,7.025,9.006,3.222,6.546,3.186,8.282,4.944,7.337
1042,CAL-54,CI-1040,1.437421498,3.887,3.124,2.908,2.79,3.328,3.931,3.172,4.787,8.327,3.438,2.806,2.724,3.185,2.974,4.134,8.514,7.672,7.025,9.006,3.222,6.546,3.186,8.282,4.944,7.337
1043,CAL-54,Epothilone B,-2.969261797,3.887,3.124,2.908,2.79,3.328,3.931,3.172,4.787,8.327,3.438,2.806,2.724,3.185,2.974,4.134,8.514,7.672,7.025,9.006,3.222,6.546,3.186,8.282,4.944,7.337
1044,CAL-54,AR-42,-0.665656542,3.887,3.124,2.908,2.79,3.328,3.931,3.172,4.787,8.327,3.438,2.806,2.724,3.185,2.974,4.134,8.514,7.672,7.025,9.006,3.222,6.546,3.186,8.282,4.944,7.337
1045,CAL-54,XMD14-99,5.083509553,3.887,3.124,2.908,2.79,3.328,3.931,3.172,4.787,8.327,3.438,2.806,2.724,3.185,2.974,4.134,8.514,7.672,7.025,9.006,3.222,6.546,3.186,8.282,4.944,7.337
1046,CAL-54,PARP_0108,0.380298029,3.887,3.124,2.908,2.79,3.328,3.931,3.172,4.787,8.327,3.438,2.806,2.724,3.185,2.974,4.134,8.514,7.672,7.025,9.006,3.222,6.546,3.186,8.282,4.944,7.337
1047,CAL-54,GW441756,2.1797272,3.887,3.124,2.908,2.79,3.328,3.931,3.172,4.787,8.327,3.438,2.806,2.724,3.185,2.974,4.134,8.514,7.672,7.025,9.006,3.222,6.546,3.186,8.282,4.944,7.337
1048,CAL-54,Wnt-C59,2.155261516,3.887,3.124,2.908,2.79,3.328,3.931,3.172,4.787,8.327,3.438,2.806,2.724,3.185,2.974,4.134,8.514,7.672,7.025,9.006,3.222,6.546,3.186,8.282,4.944,7.337
1049,CAL-54,KIN001-260,4.43343317,3.887,3.124,2.908,2.79,3.328,3.931,3.172,4.787,8.327,3.438,2.806,2.724,3.185,2.974,4.134,8.514,7.672,7.025,9.006,3.222,6.546,3.186,8.282,4.944,7.337
1050,CAL-54,JNJ38877605,3.445152077,3.887,3.124,2.908,2.79,3.328,3.931,3.172,4.787,8.327,3.438,2.806,2.724,3.185,2.974,4.134,8.514,7.672,7.025,9.006,3.222,6.546,3.186,8.282,4.944,7.337
1051,CAL-54,AZD7969,0.582461056,3.887,3.124,2.908,2.79,3.328,3.931,3.172,4.787,8.327,3.438,2.806,2.724,3.185,2.974,4.134,8.514,7.672,7.025,9.006,3.222,6.546,3.186,8.282,4.944,7.337
1052,CAL-54,LDN-193189,0.93311975,3.887,3.124,2.908,2.79,3.328,3.931,3.172,4.787,8.327,3.438,2.806,2.724,3.185,2.974,4.134,8.514,7.672,7.025,9.006,3.222,6.546,3.186,8.282,4.944,7.337
1053,CAL-54,Panobinostat,-3.059172511,3.887,3.124,2.908,2.79,3.328,3.931,3.172,4.787,8.327,3.438,2.806,2.724,3.185,2.974,4.134,8.514,7.672,7.025,9.006,3.222,6.546,3.186,8.282,4.944,7.337
1054,CAL-54,WZ3105,1.591382479,3.887,3.124,2.908,2.79,3.328,3.931,3.172,4.787,8.327,3.438,2.806,2.724,3.185,2.974,4.134,8.514,7.672,7.025,9.006,3.222,6.546,3.186,8.282,4.944,7.337
1055,CAL-54,PARP_9495,1.722500503,3.887,3.124,2.908,2.79,3.328,3.931,3.172,4.787,8.327,3.438,2.806,2.724,3.185,2.974,4.134,8.514,7.672,7.025,9.006,3.222,6.546,3.186,8.282,4.944,7.337
1056,CAL-54,AZD7762,-0.441742423,3.887,3.124,2.908,2.79,3.328,3.931,3.172,4.787,8.327,3.438,2.806,2.724,3.185,2.974,4.134,8.514,7.672,7.025,9.006,3.222,6.546,3.186,8.282,4.944,7.337
1057,CAL-54,MPS-1-IN-1,4.630688044,3.887,3.124,2.908,2.79,3.328,3.931,3.172,4.787,8.327,3.438,2.806,2.724,3.185,2.974,4.134,8.514,7.672,7.025,9.006,3.222,6.546,3.186,8.282,4.944,7.337
1058,CAL-54,CX-5461,5.15845943,3.887,3.124,2.908,2.79,3.328,3.931,3.172,4.787,8.327,3.438,2.806,2.724,3.185,2.974,4.134,8.514,7.672,7.025,9.006,3.222,6.546,3.186,8.282,4.944,7.337
1059,CAL-54,Bryostatin 1,-3.635533998,3.887,3.124,2.908,2.79,3.328,3.931,3.172,4.787,8.327,3.438,2.806,2.724,3.185,2.974,4.134,8.514,7.672,7.025,9.006,3.222,6.546,3.186,8.282,4.944,7.337
1060,CAL-54,SB52334,5.488734373,3.887,3.124,2.908,2.79,3.328,3.931,3.172,4.787,8.327,3.438,2.806,2.724,3.185,2.974,4.134,8.514,7.672,7.025,9.006,3.222,6.546,3.186,8.282,4.944,7.337
1061,CAL-54,Dabrafenib,4.136074716,3.887,3.124,2.908,2.79,3.328,3.931,3.172,4.787,8.327,3.438,2.806,2.724,3.185,2.974,4.134,8.514,7.672,7.025,9.006,3.222,6.546,3.186,8.282,4.944,7.337
1062,CAL-54,SN-38,-5.171805858,3.887,3.124,2.908,2.79,3.328,3.931,3.172,4.787,8.327,3.438,2.806,2.724,3.185,2.974,4.134,8.514,7.672,7.025,9.006,3.222,6.546,3.186,8.282,4.944,7.337
1063,CAL-54,ZM447439,2.035784438,3.887,3.124,2.908,2.79,3.328,3.931,3.172,4.787,8.327,3.438,2.806,2.724,3.185,2.974,4.134,8.514,7.672,7.025,9.006,3.222,6.546,3.186,8.282,4.944,7.337
1064,CAL-54,NSC319726,-1.910114978,3.887,3.124,2.908,2.79,3.328,3.931,3.172,4.787,8.327,3.438,2.806,2.724,3.185,2.974,4.134,8.514,7.672,7.025,9.006,3.222,6.546,3.186,8.282,4.944,7.337
1065,CAL-54,Voxtalisib,3.6686302,3.887,3.124,2.908,2.79,3.328,3.931,3.172,4.787,8.327,3.438,2.806,2.724,3.185,2.974,4.134,8.514,7.672,7.025,9.006,3.222,6.546,3.186,8.282,4.944,7.337
1066,CAL-54,JW-7-24-1,2.115044167,3.887,3.124,2.908,2.79,3.328,3.931,3.172,4.787,8.327,3.438,2.806,2.724,3.185,2.974,4.134,8.514,7.672,7.025,9.006,3.222,6.546,3.186,8.282,4.944,7.337
1067,CAL-54,BMS-536924,1.780347684,3.887,3.124,2.908,2.79,3.328,3.931,3.172,4.787,8.327,3.438,2.806,2.724,3.185,2.974,4.134,8.514,7.672,7.025,9.006,3.222,6.546,3.186,8.282,4.944,7.337
1068,CAL-54,Methotrexate,-0.164306425,3.887,3.124,2.908,2.79,3.328,3.931,3.172,4.787,8.327,3.438,2.806,2.724,3.185,2.974,4.134,8.514,7.672,7.025,9.006,3.222,6.546,3.186,8.282,4.944,7.337
1069,CAL-54,Bicalutamide,2.796999922,3.887,3.124,2.908,2.79,3.328,3.931,3.172,4.787,8.327,3.438,2.806,2.724,3.185,2.974,4.134,8.514,7.672,7.025,9.006,3.222,6.546,3.186,8.282,4.944,7.337
1070,CAL-54,JAK3_7406,3.671272532,3.887,3.124,2.908,2.79,3.328,3.931,3.172,4.787,8.327,3.438,2.806,2.724,3.185,2.974,4.134,8.514,7.672,7.025,9.006,3.222,6.546,3.186,8.282,4.944,7.337
1071,CAL-54,PLX-4720,3.534172982,3.887,3.124,2.908,2.79,3.328,3.931,3.172,4.787,8.327,3.438,2.806,2.724,3.185,2.974,4.134,8.514,7.672,7.025,9.006,3.222,6.546,3.186,8.282,4.944,7.337
1072,CAL-54,IAP_5620,4.997832395,3.887,3.124,2.908,2.79,3.328,3.931,3.172,4.787,8.327,3.438,2.806,2.724,3.185,2.974,4.134,8.514,7.672,7.025,9.006,3.222,6.546,3.186,8.282,4.944,7.337
1073,CAL-54,STF-62247,5.156757274,3.887,3.124,2.908,2.79,3.328,3.931,3.172,4.787,8.327,3.438,2.806,2.724,3.185,2.974,4.134,8.514,7.672,7.025,9.006,3.222,6.546,3.186,8.282,4.944,7.337
1074,CAL-54,LCL161,4.268527893,3.887,3.124,2.908,2.79,3.328,3.931,3.172,4.787,8.327,3.438,2.806,2.724,3.185,2.974,4.134,8.514,7.672,7.025,9.006,3.222,6.546,3.186,8.282,4.944,7.337
1075,CAL-54,Cabozantinib,1.534039172,3.887,3.124,2.908,2.79,3.328,3.931,3.172,4.787,8.327,3.438,2.806,2.724,3.185,2.974,4.134,8.514,7.672,7.025,9.006,3.222,6.546,3.186,8.282,4.944,7.337
1076,CAL-54,JNK Inhibitor VIII,4.157675007,3.887,3.124,2.908,2.79,3.328,3.931,3.172,4.787,8.327,3.438,2.806,2.724,3.185,2.974,4.134,8.514,7.672,7.025,9.006,3.222,6.546,3.186,8.282,4.944,7.337
1077,CAL-54,AST-1306,1.198587436,3.887,3.124,2.908,2.79,3.328,3.931,3.172,4.787,8.327,3.438,2.806,2.724,3.185,2.974,4.134,8.514,7.672,7.025,9.006,3.222,6.546,3.186,8.282,4.944,7.337
1078,CAL-54,Alectinib,4.458850251,3.887,3.124,2.908,2.79,3.328,3.931,3.172,4.787,8.327,3.438,2.806,2.724,3.185,2.974,4.134,8.514,7.672,7.025,9.006,3.222,6.546,3.186,8.282,4.944,7.337
1079,CAL-54,JQ1,0.752172226,3.887,3.124,2.908,2.79,3.328,3.931,3.172,4.787,8.327,3.438,2.806,2.724,3.185,2.974,4.134,8.514,7.672,7.025,9.006,3.222,6.546,3.186,8.282,4.944,7.337
1080,CAL-54,Tivozanib,0.643286075,3.887,3.124,2.908,2.79,3.328,3.931,3.172,4.787,8.327,3.438,2.806,2.724,3.185,2.974,4.134,8.514,7.672,7.025,9.006,3.222,6.546,3.186,8.282,4.944,7.337
1081,CAL-54,Bleomycin,-3.063538132,3.887,3.124,2.908,2.79,3.328,3.931,3.172,4.787,8.327,3.438,2.806,2.724,3.185,2.974,4.134,8.514,7.672,7.025,9.006,3.222,6.546,3.186,8.282,4.944,7.337
1082,CAL-54,TW 37,-1.803664755,3.887,3.124,2.908,2.79,3.328,3.931,3.172,4.787,8.327,3.438,2.806,2.724,3.185,2.974,4.134,8.514,7.672,7.025,9.006,3.222,6.546,3.186,8.282,4.944,7.337
1083,CAL-54,AGI-6780,2.036991168,3.887,3.124,2.908,2.79,3.328,3.931,3.172,4.787,8.327,3.438,2.806,2.724,3.185,2.974,4.134,8.514,7.672,7.025,9.006,3.222,6.546,3.186,8.282,4.944,7.337
1084,CAL-54,Genentech Cpd 10,1.1753591,3.887,3.124,2.908,2.79,3.328,3.931,3.172,4.787,8.327,3.438,2.806,2.724,3.185,2.974,4.134,8.514,7.672,7.025,9.006,3.222,6.546,3.186,8.282,4.944,7.337
1085,CAL-54,NVP-BHG712,2.508351087,3.887,3.124,2.908,2.79,3.328,3.931,3.172,4.787,8.327,3.438,2.806,2.724,3.185,2.974,4.134,8.514,7.672,7.025,9.006,3.222,6.546,3.186,8.282,4.944,7.337
1086,CAL-54,Doxorubicin,-1.571110896,3.887,3.124,2.908,2.79,3.328,3.931,3.172,4.787,8.327,3.438,2.806,2.724,3.185,2.974,4.134,8.514,7.672,7.025,9.006,3.222,6.546,3.186,8.282,4.944,7.337
1087,CAL-54,Dactolisib,-1.967070618,3.887,3.124,2.908,2.79,3.328,3.931,3.172,4.787,8.327,3.438,2.806,2.724,3.185,2.974,4.134,8.514,7.672,7.025,9.006,3.222,6.546,3.186,8.282,4.944,7.337
1088,CAL-54,HG6-64-1,-0.046893005,3.887,3.124,2.908,2.79,3.328,3.931,3.172,4.787,8.327,3.438,2.806,2.724,3.185,2.974,4.134,8.514,7.672,7.025,9.006,3.222,6.546,3.186,8.282,4.944,7.337
1089,CAL-54,BAM7,4.146770618,3.887,3.124,2.908,2.79,3.328,3.931,3.172,4.787,8.327,3.438,2.806,2.724,3.185,2.974,4.134,8.514,7.672,7.025,9.006,3.222,6.546,3.186,8.282,4.944,7.337
1090,CAL-54,NG-25,1.969281854,3.887,3.124,2.908,2.79,3.328,3.931,3.172,4.787,8.327,3.438,2.806,2.724,3.185,2.974,4.134,8.514,7.672,7.025,9.006,3.222,6.546,3.186,8.282,4.944,7.337
1091,CAL-54,KU-55933,2.756413822,3.887,3.124,2.908,2.79,3.328,3.931,3.172,4.787,8.327,3.438,2.806,2.724,3.185,2.974,4.134,8.514,7.672,7.025,9.006,3.222,6.546,3.186,8.282,4.944,7.337
1092,CAL-54,KIN001-244,3.712131118,3.887,3.124,2.908,2.79,3.328,3.931,3.172,4.787,8.327,3.438,2.806,2.724,3.185,2.974,4.134,8.514,7.672,7.025,9.006,3.222,6.546,3.186,8.282,4.944,7.337
1093,CAL-54,Piperlongumine,1.813212,3.887,3.124,2.908,2.79,3.328,3.931,3.172,4.787,8.327,3.438,2.806,2.724,3.185,2.974,4.134,8.514,7.672,7.025,9.006,3.222,6.546,3.186,8.282,4.944,7.337
1094,CAL-54,I-BET-762,3.473418015,3.887,3.124,2.908,2.79,3.328,3.931,3.172,4.787,8.327,3.438,2.806,2.724,3.185,2.974,4.134,8.514,7.672,7.025,9.006,3.222,6.546,3.186,8.282,4.944,7.337
1095,CAL-54,IGFR_3801,-0.17424211,3.887,3.124,2.908,2.79,3.328,3.931,3.172,4.787,8.327,3.438,2.806,2.724,3.185,2.974,4.134,8.514,7.672,7.025,9.006,3.222,6.546,3.186,8.282,4.944,7.337
1096,CAL-54,JQ12,1.689603102,3.887,3.124,2.908,2.79,3.328,3.931,3.172,4.787,8.327,3.438,2.806,2.724,3.185,2.974,4.134,8.514,7.672,7.025,9.006,3.222,6.546,3.186,8.282,4.944,7.337
1097,CAL-54,Capivasertib,3.545995966,3.887,3.124,2.908,2.79,3.328,3.931,3.172,4.787,8.327,3.438,2.806,2.724,3.185,2.974,4.134,8.514,7.672,7.025,9.006,3.222,6.546,3.186,8.282,4.944,7.337
1098,CAL-54,Palbociclib,0.535689943,3.887,3.124,2.908,2.79,3.328,3.931,3.172,4.787,8.327,3.438,2.806,2.724,3.185,2.974,4.134,8.514,7.672,7.025,9.006,3.222,6.546,3.186,8.282,4.944,7.337
1099,CAL-54,Rucaparib,2.287194635,3.887,3.124,2.908,2.79,3.328,3.931,3.172,4.787,8.327,3.438,2.806,2.724,3.185,2.974,4.134,8.514,7.672,7.025,9.006,3.222,6.546,3.186,8.282,4.944,7.337
1100,CAL-54,Tretinoin,3.668543782,3.887,3.124,2.908,2.79,3.328,3.931,3.172,4.787,8.327,3.438,2.806,2.724,3.185,2.974,4.134,8.514,7.672,7.025,9.006,3.222,6.546,3.186,8.282,4.944,7.337
1101,CAL-54,Cisplatin,2.384236021,3.887,3.124,2.908,2.79,3.328,3.931,3.172,4.787,8.327,3.438,2.806,2.724,3.185,2.974,4.134,8.514,7.672,7.025,9.006,3.222,6.546,3.186,8.282,4.944,7.337
1102,CAL-54,Phenformin,8.251321389,3.887,3.124,2.908,2.79,3.328,3.931,3.172,4.787,8.327,3.438,2.806,2.724,3.185,2.974,4.134,8.514,7.672,7.025,9.006,3.222,6.546,3.186,8.282,4.944,7.337
1103,CAL-54,BMS-345541,3.354740802,3.887,3.124,2.908,2.79,3.328,3.931,3.172,4.787,8.327,3.438,2.806,2.724,3.185,2.974,4.134,8.514,7.672,7.025,9.006,3.222,6.546,3.186,8.282,4.944,7.337
1104,CAL-54,PI3Ka_4409,2.50837302,3.887,3.124,2.908,2.79,3.328,3.931,3.172,4.787,8.327,3.438,2.806,2.724,3.185,2.974,4.134,8.514,7.672,7.025,9.006,3.222,6.546,3.186,8.282,4.944,7.337
1105,CAL-54,QS11,4.2592347,3.887,3.124,2.908,2.79,3.328,3.931,3.172,4.787,8.327,3.438,2.806,2.724,3.185,2.974,4.134,8.514,7.672,7.025,9.006,3.222,6.546,3.186,8.282,4.944,7.337
1106,CAL-54,AKT inhibitor VIII,3.117643211,3.887,3.124,2.908,2.79,3.328,3.931,3.172,4.787,8.327,3.438,2.806,2.724,3.185,2.974,4.134,8.514,7.672,7.025,9.006,3.222,6.546,3.186,8.282,4.944,7.337
1107,CAL-54,TANK_1366,1.454820342,3.887,3.124,2.908,2.79,3.328,3.931,3.172,4.787,8.327,3.438,2.806,2.724,3.185,2.974,4.134,8.514,7.672,7.025,9.006,3.222,6.546,3.186,8.282,4.944,7.337
1108,CAL-54,Shikonin,0.435565238,3.887,3.124,2.908,2.79,3.328,3.931,3.172,4.787,8.327,3.438,2.806,2.724,3.185,2.974,4.134,8.514,7.672,7.025,9.006,3.222,6.546,3.186,8.282,4.944,7.337
1109,CAL-54,Midostaurin,-1.41546244,3.887,3.124,2.908,2.79,3.328,3.931,3.172,4.787,8.327,3.438,2.806,2.724,3.185,2.974,4.134,8.514,7.672,7.025,9.006,3.222,6.546,3.186,8.282,4.944,7.337
1110,CAL-54,PIK-93,3.814203567,3.887,3.124,2.908,2.79,3.328,3.931,3.172,4.787,8.327,3.438,2.806,2.724,3.185,2.974,4.134,8.514,7.672,7.025,9.006,3.222,6.546,3.186,8.282,4.944,7.337
1111,CAL-54,PLK_6522,0.637979955,3.887,3.124,2.908,2.79,3.328,3.931,3.172,4.787,8.327,3.438,2.806,2.724,3.185,2.974,4.134,8.514,7.672,7.025,9.006,3.222,6.546,3.186,8.282,4.944,7.337
1112,CAL-54,Obatoclax Mesylate,0.230958344,3.887,3.124,2.908,2.79,3.328,3.931,3.172,4.787,8.327,3.438,2.806,2.724,3.185,2.974,4.134,8.514,7.672,7.025,9.006,3.222,6.546,3.186,8.282,4.944,7.337
1113,CAL-54,MK-2206,-0.139224613,3.887,3.124,2.908,2.79,3.328,3.931,3.172,4.787,8.327,3.438,2.806,2.724,3.185,2.974,4.134,8.514,7.672,7.025,9.006,3.222,6.546,3.186,8.282,4.944,7.337
1114,CAL-54,UNC0638,5.605621883,3.887,3.124,2.908,2.79,3.328,3.931,3.172,4.787,8.327,3.438,2.806,2.724,3.185,2.974,4.134,8.514,7.672,7.025,9.006,3.222,6.546,3.186,8.282,4.944,7.337
1115,CAL-54,CD532,1.252591538,3.887,3.124,2.908,2.79,3.328,3.931,3.172,4.787,8.327,3.438,2.806,2.724,3.185,2.974,4.134,8.514,7.672,7.025,9.006,3.222,6.546,3.186,8.282,4.944,7.337
1116,CAL-54,Bleomycin (50 uM),-1.001649922,3.887,3.124,2.908,2.79,3.328,3.931,3.172,4.787,8.327,3.438,2.806,2.724,3.185,2.974,4.134,8.514,7.672,7.025,9.006,3.222,6.546,3.186,8.282,4.944,7.337
1117,CAL-54,BX795,3.210293743,3.887,3.124,2.908,2.79,3.328,3.931,3.172,4.787,8.327,3.438,2.806,2.724,3.185,2.974,4.134,8.514,7.672,7.025,9.006,3.222,6.546,3.186,8.282,4.944,7.337
1118,CAL-54,Pevonedistat,0.595146734,3.887,3.124,2.908,2.79,3.328,3.931,3.172,4.787,8.327,3.438,2.806,2.724,3.185,2.974,4.134,8.514,7.672,7.025,9.006,3.222,6.546,3.186,8.282,4.944,7.337
1119,CAL-54,TAK-715,4.905644273,3.887,3.124,2.908,2.79,3.328,3.931,3.172,4.787,8.327,3.438,2.806,2.724,3.185,2.974,4.134,8.514,7.672,7.025,9.006,3.222,6.546,3.186,8.282,4.944,7.337
1120,CAL-54,PFI-1,1.61358127,3.887,3.124,2.908,2.79,3.328,3.931,3.172,4.787,8.327,3.438,2.806,2.724,3.185,2.974,4.134,8.514,7.672,7.025,9.006,3.222,6.546,3.186,8.282,4.944,7.337
1121,CAL-54,EphB4_9721,-0.783409078,3.887,3.124,2.908,2.79,3.328,3.931,3.172,4.787,8.327,3.438,2.806,2.724,3.185,2.974,4.134,8.514,7.672,7.025,9.006,3.222,6.546,3.186,8.282,4.944,7.337
1122,CAL-54,RU-SKI 43,4.470466741,3.887,3.124,2.908,2.79,3.328,3.931,3.172,4.787,8.327,3.438,2.806,2.724,3.185,2.974,4.134,8.514,7.672,7.025,9.006,3.222,6.546,3.186,8.282,4.944,7.337
1123,CAL-54,Mitomycin-C,0.441253873,3.887,3.124,2.908,2.79,3.328,3.931,3.172,4.787,8.327,3.438,2.806,2.724,3.185,2.974,4.134,8.514,7.672,7.025,9.006,3.222,6.546,3.186,8.282,4.944,7.337
1124,CAL-54,UNC0642,1.941368784,3.887,3.124,2.908,2.79,3.328,3.931,3.172,4.787,8.327,3.438,2.806,2.724,3.185,2.974,4.134,8.514,7.672,7.025,9.006,3.222,6.546,3.186,8.282,4.944,7.337
1125,CAL-54,T0901317,5.11233632,3.887,3.124,2.908,2.79,3.328,3.931,3.172,4.787,8.327,3.438,2.806,2.724,3.185,2.974,4.134,8.514,7.672,7.025,9.006,3.222,6.546,3.186,8.282,4.944,7.337
1126,CAL-54,CHIR-99021,1.266465652,3.887,3.124,2.908,2.79,3.328,3.931,3.172,4.787,8.327,3.438,2.806,2.724,3.185,2.974,4.134,8.514,7.672,7.025,9.006,3.222,6.546,3.186,8.282,4.944,7.337
1127,CAL-54,WHI-P97,4.453216924,3.887,3.124,2.908,2.79,3.328,3.931,3.172,4.787,8.327,3.438,2.806,2.724,3.185,2.974,4.134,8.514,7.672,7.025,9.006,3.222,6.546,3.186,8.282,4.944,7.337
1128,CAL-54,PFI-3,4.824012584,3.887,3.124,2.908,2.79,3.328,3.931,3.172,4.787,8.327,3.438,2.806,2.724,3.185,2.974,4.134,8.514,7.672,7.025,9.006,3.222,6.546,3.186,8.282,4.944,7.337
1129,CAL-54,CHIR-99021,3.343204765,3.887,3.124,2.908,2.79,3.328,3.931,3.172,4.787,8.327,3.438,2.806,2.724,3.185,2.974,4.134,8.514,7.672,7.025,9.006,3.222,6.546,3.186,8.282,4.944,7.337
